question,answer_number
"একজন কৃষক তার গরুর জন্য ফিড কিনছেন।তিনি বিভিন্ন ধরণের আপেল, খড়, শসা এবং ভুট্টা কিনে।যেহেতু ভুট্টা একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীল জন্য কেবল তাদের চারটি 6 পাউন্ড বাক্স কিনে।তিনি কেবল শাকসব্জী তাজা থাকাকালীন গরু খাওয়ানোর জন্য পর্যাপ্ত শসা চান, তাই তিনি চৌদ্দটি 8 পাউন্ড ব্যাগ কিনে।আপেলগুলি তার গরুর প্রধান ডায়েট, তাই তিনি পঁয়ত্রিশটি 42 পাউন্ডের প্যাক কিনেছেন।খড় আপেল পরিপূরক করার জন্য একটি প্রধান, তাই তিনি আঠারো 18 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 140 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",5
"একজন কৃষক তার ভেড়ার জন্য ফিড কিনছেন।তিনি বিভিন্ন গম, ভুট্টা, বিট এবং ওট কিনে।যেহেতু ওটগুলি একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীলতার জন্য কেবল তাদের পাঁচটি 3-কেজি বাক্স কিনে।শাকসব্জী তাজা থাকাকালীন তিনি কেবল মেষগুলি খাওয়ানোর জন্য পর্যাপ্ত বীট চান, তাই তিনি এগারো 7 কেজি ব্যাগ কিনে।গম হ'ল তার ভেড়ার প্রধান ডায়েট, তাই তিনি ত্রিশটি চারটি 44 কেজি প্যাক কিনেছেন।ভুট্টা গমের পরিপূরক হিসাবে একটি প্রধান, তাই তিনি আঠার 19-কেজি বস্তা কিনে।অবশেষে, তিনি 43 কেজি মুদি, এবং 27 কেজি সরঞ্জাম এবং 100 কেজি কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 140 কেজি বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",5
"একজন কৃষক তার গরুর জন্য ফিড কিনছেন।তিনি বিভিন্ন গম, ওট, গাজর এবং ভুট্টা কিনে।যেহেতু ভুট্টা একটি বিরল ট্রিট, তাই তিনি কেবল পুরো স্থিতিশীলতার জন্য সেগুলির সাতটি 5 কেজি বাক্স কিনেছেন।শাকসব্জী তাজা থাকাকালীন তিনি কেবল গরু খাওয়ানোর জন্য পর্যাপ্ত গাজর চান, তাই তিনি এগারো 7 কেজি ব্যাগ কিনে।গম হ'ল তার গরুর প্রধান ডায়েট, তাই তিনি ত্রিশটি চারটি 39-কেজি প্যাক কিনেছেন।গম পরিপূরক করার জন্য ওটস একটি প্রধান, তাই তিনি উনিশ 18 কেজি বস্তা কিনে।অবশেষে, তিনি 43 কেজি মুদি, এবং 27 কেজি সরঞ্জাম এবং 100 কেজি কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 130 কেজি বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",5
"একজন কৃষক তার গরুর জন্য ফিড কিনছেন।তিনি বিভিন্ন খড়, গম, গাজর এবং আপেল কিনে।যেহেতু আপেলগুলি একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীলতার জন্য কেবল তাদের পাঁচটি 7 পাউন্ড বাক্স কিনেছেন।শাকসব্জী তাজা থাকাকালীন তিনি কেবল গরু খাওয়ানোর জন্য পর্যাপ্ত গাজর চান, তাই তিনি চৌদ্দটি 5 পাউন্ড ব্যাগ কিনে।খড় তার গরুর প্রধান ডায়েট, তাই তিনি পঁয়ত্রিশটি 44 পাউন্ডের প্যাক কিনেছেন।গম খড়ের পরিপূরক হিসাবে একটি প্রধান, তাই তিনি উনিশ 15 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 100 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",7
"একজন কৃষক তার ভেড়ার জন্য ফিড কিনছেন।তিনি বিভিন্ন ধরণের আপেল, গম, গাজর এবং ওট কিনে।যেহেতু ওটগুলি একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীলতার জন্য কেবল তাদের আটটি 7 পাউন্ড বাক্স কিনেছেন।শাকসব্জী তাজা থাকাকালীন তিনি কেবল পর্যাপ্ত গাজর খাওয়ানোর জন্য পর্যাপ্ত গাজর চান, তাই তিনি বারো 6 পাউন্ড ব্যাগ কিনে।আপেলগুলি তার ভেড়ার প্রধান ডায়েট, তাই তিনি ত্রিশটি 43 পাউন্ডের প্যাক কিনেছেন।গম আপেল পরিপূরক করার জন্য একটি প্রধান, তাই তিনি আঠারো 17 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি খামার ট্রাক একবারে 110 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",6
"একজন কৃষক তার আল্পাকাসের জন্য ফিড কিনছেন।তিনি বিভিন্ন ধরণের আপেল, গম, শসা এবং খড় কিনে।যেহেতু খড় একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীল জন্য কেবল তাদের ছয়টি 3 পাউন্ড বাক্স কিনে।তিনি কেবল শাকসব্জী তাজা থাকাকালীন আলপ্যাকাসকে খাওয়ানোর জন্য পর্যাপ্ত শসা চান, তাই তিনি পনেরো 8 পাউন্ড ব্যাগ কিনেছেন।আপেলগুলি তার আলপাকাসের প্রধান ডায়েট, তাই তিনি ত্রিশটি চারটি 43 পাউন্ডের প্যাক কিনেছেন।গম আপেল পরিপূরক করার জন্য একটি প্রধান, তাই তিনি আঠারো 15 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 170 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",4
"একজন কৃষক তার আল্পাকাসের জন্য ফিড কিনছেন।তিনি বিভিন্ন ধরণের আপেল, গম, বিট এবং খড় কিনেছেন।যেহেতু খড় একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীল জন্য কেবল তাদের ছয়টি পাউন্ড বাক্স কিনেছেন।তিনি কেবল শাকসব্জী তাজা থাকাকালীন আলপ্যাকাসকে খাওয়ানোর জন্য পর্যাপ্ত বীট চান, তাই তিনি এগারোটি 6 পাউন্ড ব্যাগ কিনে।আপেলগুলি তার আলপাকাসের প্রধান ডায়েট, তাই তিনি ত্রিশটি চারটি 43 পাউন্ডের প্যাক কিনেছেন।গম আপেল পরিপূরক করার জন্য একটি প্রধান, তাই তিনি বিশটি 18 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 100 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",7
"একজন কৃষক তার ভেড়ার জন্য ফিড কিনছেন।তিনি বিভিন্ন গম, ওট, গাজর এবং আপেল কিনে।যেহেতু আপেলগুলি একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীলতার জন্য কেবল তাদের আটটি 4 পাউন্ড বাক্স কিনেছেন।শাকসব্জী তাজা থাকাকালীন তিনি কেবল পর্যাপ্ত গাজর খাওয়ানোর জন্য পর্যাপ্ত গাজর চান, তাই তিনি বারো 6 পাউন্ড ব্যাগ কিনে।গম হ'ল তার মেষের প্রধান ডায়েট, তাই তিনি ত্রিশটি 42 পাউন্ডের প্যাক কিনেছেন।গম পরিপূরক করার জন্য ওটস একটি প্রধান, তাই তিনি বিশটি 16 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি খামার ট্রাক একবারে 110 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",6
"একজন কৃষক তার ভেড়ার জন্য ফিড কিনছেন।তিনি বিভিন্ন ধরণের আপেল, ওট, গাজর এবং খড় কিনে।যেহেতু খড় একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীলতার জন্য কেবল তাদের পাঁচটি 6 পাউন্ড বাক্স কিনেছেন।শাকসব্জী তাজা থাকাকালীন তিনি কেবল পর্যাপ্ত গাজর খাওয়ানোর জন্য পর্যাপ্ত গাজর চান, তাই তিনি চৌদ্দটি 6 পাউন্ডের ব্যাগ কিনেছেন।আপেলগুলি তার মেষের প্রধান ডায়েট, তাই তিনি ত্রিশটি 38 পাউন্ডের প্যাক কিনেছেন।ওটগুলি আপেল পরিপূরক করার জন্য একটি প্রধান, তাই তিনি বিশটি 15 পাউন্ডের বস্তা কিনে।অবশেষে, তিনি 43 পাউন্ড মুদি, এবং 27 পাউন্ড সরঞ্জাম এবং 100 পাউন্ড কাঠ কিনে।একটি খামার ট্রাক একবারে 150 পাউন্ড বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",4
"একজন কৃষক তার গরুর জন্য ফিড কিনছেন।তিনি বিভিন্ন খড়, গম, শসা এবং ভুট্টা কিনে।যেহেতু ভুট্টা একটি বিরল ট্রিট, তাই তিনি পুরো স্থিতিশীল জন্য কেবল তাদের ছয়টি 5 কেজি বাক্স কিনে।তিনি কেবল শাকসব্জী তাজা থাকাকালীন গরু খাওয়ানোর জন্য পর্যাপ্ত শসা চান, তাই তিনি পনেরো 8 কেজি ব্যাগ কিনে।খড় তার গরুর প্রধান ডায়েট, তাই তিনি পঁয়ত্রিশটি 35 কেজি প্যাক কিনেছেন।গম খড়ের পরিপূরক হিসাবে একটি প্রধান, তাই তিনি সতেরো 15 কেজি বস্তা কিনে।অবশেষে, তিনি 43 কেজি মুদি, এবং 27 কেজি সরঞ্জাম এবং 100 কেজি কাঠ কিনে।একটি ফার্ম ট্রাক একবারে 120 কেজি বহন করতে পারে।যদি কৃষকের তিনটি ট্রাক থাকে তবে কৃষকের সমস্ত কেনা আইটেম পরিবহন করতে কতগুলি ট্রিপ প্রয়োজন?",5
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 30 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 72 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের এক চতুর্থাংশ cover াকতে কত মিনিট সময় লাগবে?",300
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 10 মাইল কভার করতে 75 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।যদি শহরটি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 72 মাইল দূরে থাকে তবে কুয়াশা ব্যাংকে শহরের 1/4 কভার করতে কত মিনিট সময় লাগবে?",210
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 60 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 54 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের 1/3 কভার করতে কত মিনিট সময় লাগবে?",660
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 6 মাইল cover াকতে 60 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।যদি শহরটি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 72 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের 1/3 কভার করতে কত মিনিট সময় লাগবে?",420
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 5 মাইল cover াকতে 25 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 54 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের 1/2 কভার করতে কত মিনিট সময় লাগবে?",210
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 90 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।যদি শহরটি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 78 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের এক তৃতীয়াংশ cover াকতে কত মিনিট সময় লাগবে?",1500
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 13 মাইল কভার করতে 30 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।যদি শহরটি সমুদ্রেরফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 78 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের 1/2 কভার করতে কত মিনিট সময় লাগবে?",120
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 15 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি ওশানফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 96 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের এক চতুর্থাংশ cover াকতে কত মিনিট সময় লাগবে?",180
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 20 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি ওশানফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 72 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের এক তৃতীয়াংশ cover াকতে কত মিনিট সময় লাগবে?",260
"একটি কুয়াশা ব্যাংক একটি শহর cover াকতে সমুদ্র থেকে রোল করে।শহরের প্রতি 3 মাইল cover াকতে 15 মিনিট সময় লাগে।তবে, আমরা জানি যে বাতাসের গতি এক ঘন্টার মধ্যে অর্ধেক হতে চলেছে।শহরটি যদি ওশানফ্রন্ট থেকে বিপরীত অভ্যন্তরীণ প্রান্ত পর্যন্ত 96 মাইল দূরে থাকে তবে কুয়াশার ব্যাংকে শহরের 1/2 কভার করতে কত মিনিট সময় লাগবে?",420
"এমা তার প্রিয় হাঁটার ট্রেইলে প্রতিদিন 32 কিলোমিটার হাঁটেন, এতে সৈকতে 14 কিলোমিটার হাঁটা এবং ফুটপাতের উপর 18 কিলোমিটার হাঁটার অন্তর্ভুক্ত রয়েছে।ফুটপাতে, এমা সৈকতে যে গতির গতির হারে তিনগুণ বেড়েছে।তবে সাম্প্রতিক আঘাতের কারণে এমার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার হাঁটাচলা 56 মিনিটের সৈকতে ব্যয় করা হয় তবে পুরো 32 কিলোমিটার হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",80
"অলিভিয়া তার প্রিয় হাঁটার ট্রেইলে প্রতিদিন 29 মাইল হাঁটেন, এতে সৈকতে 13 মাইল হাঁটা এবং ফুটপাতে 16 মাইল হাঁটাচলা রয়েছে।ফুটপাতে, অলিভিয়া সৈকতে যে গতির হারে চারগুণ বেড়েছে।যাইহোক, সাম্প্রতিক আঘাতের কারণে, অলিভিয়ার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার 65 মিনিটের হাঁটাচলা সৈকতে ব্যয় করা হয় তবে পুরো 29 মাইল হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",85
"ফাতিমা তার প্রিয় হাঁটার ট্রেইলে প্রতিদিন 26 মাইল হাঁটেন, এতে সৈকতে 11 মাইল হাঁটা এবং ফুটপাতে 15 মাইল হাঁটাচলা রয়েছে।ফুটপাতে, ফাতিমা সৈকতে যে গতির হারে তিনগুণ বেড়েছে।তবে সাম্প্রতিক আঘাতের কারণে ফাতিমার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার 44 মিনিটের হাঁটাচলা সৈকতে ব্যয় করা হয় তবে পুরো 26 মাইল হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",64
"রানিয়া প্রতিদিন তার প্রিয় হাঁটার ট্রেইলে ২৮ কিলোমিটার পথ ধরে, এতে সৈকতে ১৪ কিলোমিটার হাঁটা এবং ফুটপাতে ১৪ কিলোমিটার হাঁটাচলা রয়েছে।ফুটপাতে, রানিয়া সৈকতে যে গতির গতির হারে দু'বার হাঁটেন।যাইহোক, সাম্প্রতিক আঘাতের কারণে, রানিয়ার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার 42 মিনিটের হাঁটাচলা সৈকতে ব্যয় করা হয় তবে পুরো 28 কিলোমিটার হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",63
"অনন্যা তার প্রিয় হাঁটার ট্রেইলে প্রতিদিন 20 মাইল হাঁটেন, এতে সৈকতে 10 মাইল হাঁটা এবং ফুটপাতে 10 মাইল হাঁটাচলা রয়েছে।ফুটপাতে, আনানিয়া সৈকতে যে গতির গতির হারে দুইবার হাঁটেন।যাইহোক, সাম্প্রতিক আঘাতের কারণে, আনানিয়ার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার 40 মিনিটের হাঁটাচলা সৈকতে ব্যয় করা হয় তবে পুরো 20 মাইল হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",60
"কেইশা প্রতিদিন তার প্রিয় হাঁটার ট্রেইলে 33 মাইল হাঁটেন, এতে সৈকতে 17 মাইল হাঁটা এবং ফুটপাতে 16 মাইল হাঁটাচলা রয়েছে।ফুটপাতে, কেইশা সৈকতে যে গতির হারে দু'বার হাঁটেন।তবে সাম্প্রতিক আঘাতের কারণে কেইশার গতি সৈকত এবং ফুটপাত উভয়ই অর্ধেক হ্রাস পেয়েছে।যদি তার 51 মিনিট হাঁটার সৈকতে ব্যয় হয় তবে পুরো 33 মাইল হাঁটাচলা শেষ করতে তার কতক্ষণ সময় লাগে?",75
