question,answer_number
農夫は牛のために飼料を買っています。彼はさまざまな小麦、オート麦、ニンジン、トウモロコシを購入します。トウモロコシはまれな扱いであるため、彼は安定した全体で5 kgの箱のみを購入します。彼は野菜が新鮮である間に牛に餌を与えるのに十分なニンジンしか望んでいないので、彼は11 kgの袋を購入します。小麦は彼の牛の主な食事であるため、彼は34個の39 kgパックを購入します。オート麦は小麦を補うための定番であるため、彼は19 kgの袋を購入します。最後に、彼は43 kgの食料品、27 kgのツール、100 kgの木材を購入します。農場トラックは一度に130 kgを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,5
農夫は牛のために飼料を買っています。彼はさまざまな干し草、小麦、ニンジン、リンゴを購入します。リンゴは珍しいトリートであるため、彼はstable舎全体のために5つの7ポンドの箱のみを購入します。彼は野菜が新鮮である間に牛に餌を与えるのに十分なニンジンだけを望んでいるので、14個の5ポンドのバッグを購入します。干し草は彼の牛の主な食事であるため、彼は35の44ポンドパックを購入します。小麦は干し草を補うための定番であるため、彼は19ポンドの袋を15ポンドにします。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に100ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,7
農夫は羊のために飼料を買っています。彼はさまざまなリンゴ、小麦、ニンジン、オート麦を買います。オート麦は珍しいトリートであるため、彼はstable舎全体のためにそれらの7ポンドの箱のみを購入します。彼は野菜が新鮮である間に羊に餌を与えるのに十分なニンジンだけを望んでいるので、12個の6ポンドのバッグを購入します。リンゴは彼の羊の主な食事であるため、彼は32個の43ポンドパックを購入します。小麦はリンゴを補うための定番であるため、18ポンドの17ポンドの袋を購入します。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に110ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,6
農夫は彼のアルパカのために飼料を買っています。彼はさまざまなリンゴ、小麦、きゅうり、干し草を買います。干し草はまれな御treat走であるため、彼はstable舎全体のために6つの3ポンドの箱のみを購入します。彼は野菜が新鮮である間にアルパカに餌を与えるのに十分なキュウリを望んでいるので、15ポンドの8ポンドのバッグを買います。リンゴは彼のアルパカの主要な食事であるため、彼は34個の43ポンドパックを購入します。小麦はリンゴを補うための定番であるため、18個の15ポンドの袋を購入します。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に170ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,4
農夫は彼のアルパカのために飼料を買っています。彼はさまざまなリンゴ、小麦、ビート、干し草を購入します。干し草はまれな御treat走であるため、彼は安定した全体で6ポンドの箱を6つの7ポンドボックスしか購入していません。彼は野菜が新鮮である間にアルパカに餌を与えるのに十分なビートしか望んでいないので、彼は11ポンドのバッグを購入します。リンゴは彼のアルパカの主要な食事であるため、彼は34個の43ポンドパックを購入します。小麦はリンゴを補うための定番であるため、20個の18ポンドの袋を購入します。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に100ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,7
農夫は羊のために飼料を買っています。彼はさまざまな小麦、オート麦、ニンジン、リンゴを購入します。リンゴは珍しいトリートであるため、彼はstable舎全体のためにそれらの4ポンドの箱のみを購入します。彼は野菜が新鮮である間に羊に餌を与えるのに十分なニンジンだけを望んでいるので、12個の6ポンドのバッグを購入します。小麦は彼の羊の主な食事であるため、彼は33個の42ポンドパックを購入します。オート麦は小麦を補うための定番であるため、彼は20個の16ポンドの袋を購入します。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に110ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,6
農夫は羊のために飼料を買っています。彼はさまざまなリンゴ、オート麦、ニンジン、干し草を購入します。干し草はまれな御treat走であるため、彼はstable舎全体のために5つの6ポンドの箱だけを購入します。彼は野菜が新鮮である間に羊に餌を与えるのに十分なニンジンしか望んでいないので、14ポンドの6ポンドのバッグを購入します。リンゴは彼の羊の主要な食事であるため、彼は32個の38ポンドパックを購入します。オート麦はリンゴを補うための定番であるため、彼は20個の15ポンドの袋を購入します。最後に、彼は43ポンドの食料品、27ポンドのツール、100ポンドの木材を購入します。農場トラックは一度に150ポンドを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,4
農夫は牛のために飼料を買っています。彼はさまざまな干し草、小麦、きゅうり、トウモロコシを買います。トウモロコシはまれな扱いであるため、彼はstable舎全体のために6つの5 kgの箱のみを購入します。彼は野菜が新鮮である間に牛に餌を与えるのに十分なキュウリを望んでいるので、15 kgのバッグを買います。干し草は彼の牛の主な食事であるため、彼は35の35 kgパックを購入します。小麦は干し草を補うための定番であるため、17 kgの袋を購入します。最後に、彼は43 kgの食料品、27 kgのツール、100 kgの木材を購入します。農場トラックは一度に120 kgを運ぶことができます。農家が3台のトラックを持っている場合、農家は購入したすべてのアイテムを輸送するために何回旅行する必要がありますか？,5
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとにカバーするのに30分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かい側に72マイルの場合、反対側の内陸の端まで、フォグバンクが都市の4分の1をカバーするのに何分かかりますか？,300
フォグバンクが海から巻き込まれ、都市を覆います。市の10マイルごとに75分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいに72マイルの場合、反対側の内陸の端まで、フォグバンクが市の1/4をカバーするのに何分かかりますか？,210
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとに60分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいに54マイルの場合、反対側の内陸の端まで、フォグバンクが市の1/3をカバーするのに何分かかりますか？,660
フォグバンクが海から巻き込まれ、都市を覆います。市内の6マイルごとに60分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かい側に72マイルの場合、反対側の内陸の端まで、フォグバンクが市の1/3をカバーするのに何分かかりますか？,420
フォグバンクが海から巻き込まれ、都市を覆います。市の5マイルごとにカバーするのに25分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいにある54マイルの場合、反対側の内陸の端まで、フォグバンクが市の1/2をカバーするのに何分かかりますか？,210
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとにカバーするのに90分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かい側に78マイルの場合、反対側の内陸の端まで、フォグバンクが都市の3分の1をカバーするのに何分かかりますか？,1500
フォグバンクが海から巻き込まれ、都市を覆います。市の13マイルごとにカバーするのに30分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かい側に78マイルの場合、反対側の内陸の端まで、フォグバンクが市の1/2をカバーするのに何分かかりますか？,120
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとに15分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいにある96マイルの場合、反対側の内陸の端まで、フォグバンクが都市の4分の1をカバーするのに何分かかりますか？,180
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとにカバーするのに20分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいに72マイルの場合、反対側の内陸の端まで、フォグバンクが都市の3分の1をカバーするのに何分かかりますか？,260
フォグバンクが海から巻き込まれ、都市を覆います。市の3マイルごとに15分かかります。ただし、風速は1時間で半分になることがわかっています。都市がオーシャンフロントの向かいにある96マイルにある場合、フォグバンクが市の1/2をカバーするのに何分かかりますか？,420
エマは、お気に入りのウォーキングトレイルで毎日32キロメートル歩いています。これには、ビーチでの14キロメートルの散歩と歩道を18キロ歩くことが含まれます。歩道では、エマはビーチで行う速度の3倍の速度で歩きます。しかし、最近の負傷により、エマの速度はビーチと歩道の両方で半分に低下しました。56分間の散歩がビーチで過ごした場合、彼女が数分で32キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,80
オリビアは、お気に入りのウォーキングトレイルを毎日29マイル歩いています。これには、ビーチでの13マイルの散歩と歩道を16マイル歩くことが含まれます。歩道では、オリビアはビーチで行う速度の4倍の速度で歩きます。しかし、最近の負傷により、オリビアの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の65分がビーチで過ごした場合、彼女が数分で29マイルの散歩全体を完了するのにどれくらい時間がかかりますか？,85
ファティマは、お気に入りのウォーキングトレイルで毎日26マイル歩いています。これには、ビーチでの11マイルの散歩と歩道を15マイル歩くことが含まれます。歩道では、ファティマはビーチで行う速度の3倍の速度で歩きます。しかし、最近の負傷により、ファチマの速度はビーチと歩道の両方で半分に低下しています。彼女の散歩の44分がビーチで過ごした場合、彼女が数分で26マイルの散歩全体を完了するのにどれくらい時間がかかりますか？,64
ラニアは、お気に入りのウォーキングトレイルで毎日28キロ歩いています。これには、ビーチでの14キロメートルの散歩と歩道を14 km歩くことが含まれます。歩道では、ラニアはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、ラニアの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の42分がビーチで過ごした場合、彼女が数分で28キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,63
アナニャは、お気に入りのウォーキングトレイルを毎日20マイル歩いています。これには、ビーチでの10マイルの散歩と歩道を10マイル歩くことが含まれます。歩道では、アナニャはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、アナニャの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の40分がビーチで過ごした場合、彼女が数分で20マイルの散歩全体を完了するのにどれくらい時間がかかりますか？,60
ケイシャは、お気に入りのウォーキングトレイルを毎日33マイル歩いています。これには、ビーチでの17マイルの散歩と歩道を16マイル歩くことが含まれます。歩道では、ケイシャはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、ケイシャの速度はビーチと歩道の両方で半分に低下しました。51分間の散歩がビーチで過ごした場合、彼女が数分で33マイルの散歩全体を完了するのにどれくらい時間がかかりますか？,75
Xenaは、お気に入りのウォーキングトレイルで毎日24キロ歩いています。これには、ビーチでの11 kmの散歩と歩道を13 kmの散歩が含まれます。歩道では、ゼナはビーチで行う速度の3倍の速度で歩きます。しかし、最近の負傷により、Xenaの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の66分がビーチで過ごした場合、彼女が数分で24キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,92
ガブリエルは、お気に入りのウォーキングトレイルで毎日29キロ歩いています。これには、ビーチでの15キロメートルの散歩と歩道を14キロ歩くことが含まれます。歩道では、ガブリエルはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、ガブリエルの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の45分がビーチで過ごした場合、彼女が数分で29キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,66
ロヤは、お気に入りのウォーキングトレイルで毎日21キロ歩いています。これには、ビーチでの11キロメートルの散歩と歩道を10キロ歩くことが含まれます。歩道では、ロヤはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、ロヤの速度はビーチと歩道の両方で半分減少しました。彼女の散歩の44分がビーチで過ごした場合、彼女が数分で21キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,64
ヤラは、お気に入りのウォーキングトレイルで毎日28キロ歩いています。これには、ビーチでの14キロメートルの散歩と歩道を14 km歩くことが含まれます。歩道では、ヤラはビーチで行う速度の2倍の速度で歩きます。しかし、最近の負傷により、ヤラの速度はビーチと歩道の両方で半分減少しました。56分間の散歩がビーチで過ごした場合、彼女が数分で28キロメートルの散歩全体を完了するのにどれくらい時間がかかりますか？,84
マテオの犬には149個の子犬がいて、そのうち25匹にはスポットがあります。モハメッドの犬には49個の子犬がおり、そのうち12個の子犬があります。イブラヒムには54個の犬がいて、それぞれにスポットのある13個の子犬がいます。獣医を訪れた後、マテオは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,89
オスカーの犬には130個の子犬がいて、そのうち28個の子犬がいます。アンドレの犬には44個の子犬がいて、そのうち14個の子犬がいます。ジンには66匹の犬がいて、それぞれにスポットのある11匹の子犬がいます。獣医を訪れた後、オスカーは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,91
レオンの犬には99個の子犬がいて、そのうち23個の子犬がいます。ジェームズの犬には53個の子犬がいて、そのうち12個の子犬がいます。ヒロシには58匹の犬がいて、それぞれにスポットのある11匹の子犬がいます。獣医を訪れた後、レオンは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,90
Pavel's Dogには100個の子犬があり、そのうち22匹にはスポットがあります。ヒロシの犬には40個の子犬がいて、そのうち15個の子犬がいます。サンティアゴには55匹の犬がいて、それぞれにスポットのある12匹の子犬がいます。獣医を訪れた後、Pavelは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,92
カイの犬には135個の子犬があり、そのうち17個の子犬があります。Arash's Dogには43個の子犬があり、そのうち14個の子犬がいます。カルロスには54匹の犬がいて、それぞれにスポットのある13匹の子犬がいます。獣医を訪れた後、カイは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,90
Deshawn's Dogには146個の子犬があり、そのうち28個の子犬があります。モハメッドの犬には43個の子犬がいて、そのうち12個の子犬があります。ヒロシには51匹の犬がいて、それぞれにスポットのある11匹の子犬がいます。獣医を訪れた後、Deshawnは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,88
ルカの犬には103個の子犬がいて、そのうち25個の子犬がいます。ディエゴの犬には42個の子犬がいて、そのうち12個にスポットがあります。ノアには67匹の犬がいて、それぞれにスポットのある15匹の子犬がいます。獣医を訪れた後、ルカは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,94
ノアの犬には113個の子犬があり、そのうち23個の子犬がいます。Qasimの犬には47個の子犬があり、そのうち15匹にはスポットがあります。Tariqには60匹の犬がいて、それぞれにスポットのある9匹の子犬がいます。獣医を訪れた後、ノアは、彼の非スポットされた子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,89
ユキの犬には95匹の子犬がいて、そのうち23匹にはスポットがあります。カイの犬には53個の子犬があり、そのうち12個の子犬があります。Faisalには68匹の犬がいて、それぞれにスポットのある14匹の子犬がいます。獣医を訪れた後、ユキは、彼の未分割の子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,93
ジンの犬には100匹の子犬がいますが、そのうち28匹にはスポットがあります。テオの犬には50個の子犬がいて、そのうち13個の子犬がいます。ノアには58匹の犬がいて、それぞれにスポットのある10匹の子犬がいます。獣医を訪れた後、ジンは、彼の避けられていない子犬の半分が実際には以前に見えなかったスポットを持っていることを発見しました。すべての子犬の何パーセントがスポットを持っていますか？,90
ファチマとメイは、自宅から一緒にジムまで歩いて247分かかります。図書館のある角に着くのに26分かかります。食料品店に行くにはさらに18分かかります。食料品店に着くと、自宅で財布を忘れてしまったことを覚えているので、財布を拾い上げてから再び食料品店まで歩いて行く必要があります。彼らが2度目に食料品店に到着したら、彼らはどれくらい遅れずにジムに行く必要がありますか？,115
ガブリエルとパベルは、自宅から一緒にジムまで歩いて212分です。ライブラリのある角に着くまでに29分かかります。映画館に行くのにさらに19分かかります。彼らが映画館に着くと、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾い上げてから再び映画館に戻るために戻る必要があります。彼らが2度目に映画館に到着したら、彼らは遅れずにジムにどれくらい長く到達する必要がありますか？,68
ナディアとサンジェイは、自宅から一緒に食料品店まで261分歩いています。ジムのある角にたどり着くのに24分かかります。モールに行くのにさらに27分かかります。彼らがモールに着いたとき、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾ってから再びモールに戻るために戻る必要があります。彼らが2度目にモールに到着したら、彼らは遅くならずに食料品店にどれくらい長く到着する必要がありますか？,108
チアゴとアリは、自宅から一緒にジムまで歩いて163分あります。銀行がある角に着くのに21分かかります。映画館に到達するのにさらに28分かかります。彼らが映画館に着くと、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾い上げてから再び映画館に戻るために戻る必要があります。彼らが2度目に映画館に到着したら、彼らは遅れずにジムにどれくらい長く到達する必要がありますか？,16
ガブリエルとカイは、彼らの家から一緒にジムまで一緒に歩いて137分あります。公園のある角に着くのに16分かかります。モールに着くまでにさらに22分かかります。彼らがモールに着いたとき、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾ってから再びモールに戻るために戻る必要があります。彼らが2度目にモールに着いたら、彼らは遅れずにジムにどれくらい長く到達する必要がありますか？,23
タラとアナニャは、自宅から一緒に食料品店まで歩いて163分あります。図書館のある角に着くのに16分かかります。モールに着くのにさらに29分かかります。彼らがモールに着いたとき、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾ってから再びモールに戻るために戻る必要があります。彼らが2度目にモールに到着したら、彼らは遅くならずに食料品店にどれくらい長く到着する必要がありますか？,28
BodhiとKaiは、自宅から一緒に図書館まで歩いて267分あります。ジムのある角に着くのに17分かかります。映画館に行くのにさらに19分かかります。彼らが映画館に着くと、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾い上げてから再び映画館に戻るために戻る必要があります。彼らが2度目に映画館に到着したら、彼らは遅れずに図書館にどれくらい長く到達する必要がありますか？,159
ベアトリスとサクラは、彼らの家から一緒にジムまで歩いて253分です。モールのある角に着くのに16分かかります。映画館に行くのにさらに58分かかります。彼らが映画館に着くと、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾い上げてから再び映画館に戻るために戻る必要があります。彼らが2度目に映画館に到着したら、彼らは遅れずにジムにどれくらい長く到達する必要がありますか？,31
ラヴィとイザベラは、自宅から一緒に映画館まで歩いて266分を過ごします。銀行がある角に着くのに14分かかります。図書館に行くのにさらに38分かかります。彼らが図書館に到着したとき、彼らは自宅で財布を忘れたことを覚えているので、彼らは財布を拾い上げてから再び図書館に戻るために戻る必要があります。彼らが二度目に図書館に到着したら、彼らは遅れずに映画館にどれくらい長く到達する必要がありますか？,110
チェンとディエゴは、自宅から一緒に公園まで歩いて221分あります。モールのある角にたどり着くには28分かかります。映画館に到達するのにさらに22分かかります。彼らが映画館に着くと、彼らは自宅で財布を忘れていたことを覚えているので、彼らは財布を拾い上げてから再び映画館に戻るために戻る必要があります。彼らが2度目に映画館に到着したら、彼らは遅れずに公園にどれくらい長く到達する必要がありますか？,71
ジャグラーは480ボールをジャグリングできます。ボールの10分の1はゴルフボールで、残りはテニスボールです。ゴルフボールの1/2は紫色で、そのうち1/6がマークされています。テニスボールの1/9はインディゴであり、これらのインディゴボールの3分の1を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,36
ジャグラーは360ボールをジャグリングできます。ボールの半分はテニスボールで、残りはゴルフボールです。テニスボールの3分の1はティールで、そのうち1/4がマークされています。ゴルフボールの1/3はピンクで、ピンクのボールの5分の1を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,63
ジャグラーは360ボールをジャグリングできます。ボールの10分の1はゴルフボールで、残りはテニスボールです。ゴルフボールの1/3は白で、そのうち1/4がマークされています。テニスボールの半分はマゼンタであり、それらのマゼンタボールの1/2を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,84
ジャグラーは240ボールをジャグリングできます。ボールの1/4はテニスボールで、残りはゴルフボールです。テニスボールの1/3は黒で、そのうち1/5がマークされています。ゴルフボールの3分の1はシアンであり、これらのシアンボールの半分を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,34
ジャグラーは300ボールをジャグリングできます。ボールの10分の1はテニスボールで、残りはゴルフボールです。テニスボールの5分の1はマゼンタで、その3分の1がマークされています。ゴルフボールの1/3は紫色で、紫色のボールの半分を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,47
ジャグラーは160のボールをジャグリングできます。ボールの4分の1はテニスボールで、残りはゴルフボールです。テニスボールの1/5は紫色で、そのうち1/4がマークされています。ゴルフボールの1/8はインディゴであり、これらのインディゴボールの1/5を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,14
ジャグラーは160のボールをジャグリングできます。ボールの4分の1はテニスボールで、残りはゴルフボールです。テニスボールの4分の1はティールで、そのうち1/5がマークされています。ゴルフボールの4分の1はピンク色で、ピンクのボールの半分を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,17
ジャグラーは120ボールをジャグリングできます。ボールの4分の1はゴルフボールで、残りはテニスボールです。ゴルフボールの1/5は黄色で、そのうち1/6がマークされています。テニスボールの1/3はピンク色で、ピンクのボールの1/6を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,26
ジャグラーは540ボールをジャグリングできます。ボールの1/9はゴルフボールで、残りはテニスボールです。ゴルフボールの1/2は紫色で、そのうち10分の1がマークされています。テニスボールの8分の1は茶色で、これらの茶色のボールの1/10を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,57
ジャグラーは400個のボールをジャグリングできます。ボールの1/5はゴルフボールで、残りはテニスボールです。ゴルフボールの1/4はティールで、そのうち5番目がマークされています。テニスボールの8分の1は青で、これらの青いボールの10分の1を除くすべてがマークされています。合計でマークされたボールはいくつありますか？,40
