question,answer_number
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 30 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 72 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno per la banca della nebbia per coprire un quarto della città?",300
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 75 minuti per coprire ogni 10 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 72 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno affinché la banca della nebbia copra 1/4 della città?",210
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 60 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 54 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno affinché la banca della nebbia copra 1/3 della città?",660
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 60 minuti per coprire ogni 6 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 72 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno per la banca della nebbia per coprire 1/3 della città?",420
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 25 minuti per coprire ogni 5 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 54 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno affinché la banca della nebbia copra 1/2 della città?",210
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 90 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 78 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno per la banca della nebbia per coprire un terzo della città?",1500
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 30 minuti per coprire ogni 13 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 78 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno affinché la banca della nebbia copra 1/2 della città?",120
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 15 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 96 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno per la banca della nebbia per coprire un quarto della città?",180
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 20 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 72 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno per la banca della nebbia per coprire un terzo della città?",260
"Una banca nebbia arriva dall'oceano per coprire una città.Ci vogliono 15 minuti per coprire ogni 3 miglia della città.Tuttavia, sappiamo che la velocità del vento verrà dimezzata tra un'ora.Se la città si trova a 96 miglia di fronte all'oceano fino al bordo interiore opposto, quanti minuti ci vorranno affinché la banca della nebbia copra 1/2 della città?",420
"Emma cammina per 32 chilometri ogni giorno sul suo sentiero preferito, che comprende 14 chilometri di camminata sulla spiaggia e 18 chilometri di camminata sul marciapiede.Sul marciapiede, Emma cammina a tre volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Emma è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 56 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 32 chilometri, in pochi minuti?",80
"Olivia cammina 29 miglia ogni giorno sul suo sentiero preferito, che comprende 13 miglia di camminata sulla spiaggia e 16 miglia di camminata sul marciapiede.Sul marciapiede, Olivia cammina quattro volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Olivia è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 65 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 29 miglia, in pochi minuti?",85
"Fatima percorre 26 miglia ogni giorno sul suo sentiero preferito, che comprende 11 miglia di camminata sulla spiaggia e 15 miglia di camminata sul marciapiede.Sul marciapiede, Fatima cammina tre volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di una recente lesione, la velocità di Fatima è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 44 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 26 miglia, in pochi minuti?",64
"Rania cammina 28 chilometri ogni giorno sul suo sentiero preferito, che comprende 14 chilometri di camminata sulla spiaggia e 14 chilometri di camminata sul marciapiede.Sul marciapiede, Rania cammina a due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Rania è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 42 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 28 chilometri, in pochi minuti?",63
"Ananya cammina per 20 miglia ogni giorno sul suo sentiero preferito, che comprende 10 miglia di camminata sulla spiaggia e 10 miglia di camminata sul marciapiede.Sul marciapiede, Ananya cammina due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Ananya è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 40 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 20 miglia, in pochi minuti?",60
"Keisha cammina per 33 miglia ogni giorno sul suo sentiero preferito, che comprende 17 miglia di camminata sulla spiaggia e 16 miglia di camminata sul marciapiede.Sul marciapiede, Keisha cammina due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Keisha è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 51 minuti dalla sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 33 miglia, in pochi minuti?",75
"Xena cammina 24 chilometri ogni giorno sul suo sentiero preferito, che comprende 11 chilometri di camminata sulla spiaggia e 13 chilometri di camminata sul marciapiede.Sul marciapiede, Xena cammina a tre volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Xena è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 66 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 24 chilometri, in pochi minuti?",92
"Gabrielle cammina 29 chilometri ogni giorno sul suo sentiero preferito, che comprende 15 chilometri di camminata sulla spiaggia e 14 chilometri di camminata sul marciapiede.Sul marciapiede, Gabrielle cammina due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Gabrielle è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 45 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 29 chilometri, in pochi minuti?",66
"Roya cammina 21 chilometri ogni giorno sul suo sentiero preferito, che comprende 11 chilometri di camminata sulla spiaggia e 10 chilometri di camminata sul marciapiede.Sul marciapiede, la Roya cammina due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Roya è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 44 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 21 chilometri, in pochi minuti?",64
"Yara cammina 28 chilometri ogni giorno sul suo sentiero preferito, che comprende 14 chilometri di camminata sulla spiaggia e 14 chilometri di camminata sul marciapiede.Sul marciapiede, Yara cammina due volte la velocità di velocità che fa sulla spiaggia.Tuttavia, a causa di un recente infortunio, la velocità di Yara è diminuita della metà sia sulla spiaggia che sul marciapiede.Se sono trascorsi 56 minuti della sua passeggiata sulla spiaggia, quanto tempo ci vuole per completare l'intera passeggiata di 28 chilometri, in pochi minuti?",84
"Il cane di Mateo ha 149 cuccioli, 25 dei quali hanno punti.Il cane di Mohammed ha 49 cuccioli, 12 dei quali hanno punti.Ibrahim ha 54 cani, ognuno con 13 cuccioli con macchie.Dopo una visita al veterinario, Mateo ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",89
"Il cane di Oscar ha 130 cuccioli, 28 dei quali hanno punti.Il cane di Andre ha 44 cuccioli, 14 dei quali hanno punti.Jin ha 66 cani, ognuno con 11 cuccioli con macchie.Dopo una visita al veterinario, Oscar ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",91
"Il cane di Leon ha 99 cuccioli, 23 dei quali hanno punti.Il cane di James ha 53 cuccioli, 12 dei quali hanno punti.Hiroshi ha 58 cani, ciascuno con 11 cuccioli con macchie.Dopo una visita al veterinario, Leon ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",90
"Il cane di Pavel ha 100 cuccioli, 22 dei quali hanno punti.Il cane di Hiroshi ha 40 cuccioli, 15 dei quali hanno punti.Santiago ha 55 cani, ciascuno con 12 cuccioli con macchie.Dopo una visita al veterinario, Pavel ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",92
"Il cane di Kai ha 135 cuccioli, 17 dei quali hanno punti.Il cane di Arash ha 43 cuccioli, 14 dei quali hanno punti.Carlos ha 54 cani, ciascuno con 13 cuccioli con macchie.Dopo una visita al veterinario, Kai ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",90
"Il cane di Deshawn ha 146 cuccioli, 28 dei quali hanno punti.Il cane di Mohammed ha 43 cuccioli, 12 dei quali hanno punti.Hiroshi ha 51 cani, ciascuno con 11 cuccioli con macchie.Dopo una visita al veterinario, Deshawn ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",88
"Il cane di Luca ha 103 cuccioli, 25 dei quali hanno punti.Il cane di Diego ha 42 cuccioli, 12 dei quali hanno punti.Noah ha 67 cani, ognuno con 15 cuccioli con macchie.Dopo una visita al veterinario, Luca ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",94
"Il cane di Noah ha 113 cuccioli, 23 dei quali hanno punti.Il cane di Qasim ha 47 cuccioli, 15 dei quali hanno punti.Tariq ha 60 cani, ognuno con 9 cuccioli con macchie.Dopo una visita al veterinario, Noah ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",89
"Il cane di Yuki ha 95 cuccioli, 23 dei quali hanno punti.Il cane di Kai ha 53 cuccioli, 12 dei quali hanno punti.Faisal ha 68 cani, ciascuno con 14 cuccioli con macchie.Dopo una visita al veterinario, Yuki ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",93
"Il cane di Jin ha 100 cuccioli, 28 dei quali hanno punti.Il cane di Theo ha 50 cuccioli, 13 dei quali hanno punti.Noah ha 58 cani, ognuno con 10 cuccioli con macchie.Dopo una visita al veterinario, Jin ha scoperto che la metà dei suoi cuccioli non puntati ha effettivamente punti che non erano prima visibili.Quale percentuale di tutti i cuccioli ha punti?",90
"Fatima e Mei hanno 247 minuti per camminare insieme in palestra a partire dalla loro casa.Ci vogliono 26 minuti per arrivare all'angolo dove si trova la biblioteca.Ci vogliono altri 18 minuti per arrivare al negozio di alimentari.Quando raggiungono il negozio di alimentari, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al negozio di alimentari.Una volta raggiunti il ​​negozio di alimentari per la seconda volta, per quanto tempo devono arrivare in palestra senza essere in ritardo?",115
"Gabriel e Pavel hanno 212 minuti per camminare insieme in palestra a partire da casa.Ci vogliono 29 minuti per arrivare all'angolo dove si trova la biblioteca.Ci vogliono altri 19 minuti per arrivare al cinema.Quando raggiungono il cinema, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al cinema.Una volta raggiunti il ​​cinema per la seconda volta, per quanto tempo devono arrivare in palestra senza essere in ritardo?",68
"Nadia e Sanjay hanno 261 minuti per raggiungere insieme il negozio di alimentari a partire dalla loro casa.Ci vogliono 24 minuti per arrivare all'angolo dove si trova la palestra.Ci vogliono altri 27 minuti per arrivare al centro commerciale.Quando raggiungono il centro commerciale, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al centro commerciale.Una volta raggiunti il ​​centro commerciale per la seconda volta, per quanto tempo devono raggiungere il negozio di alimentari senza essere in ritardo?",108
"Thiago e Ali hanno 163 minuti per camminare insieme in palestra a partire da casa.Ci vogliono 21 minuti per arrivare all'angolo dove si trova la banca.Ci vogliono altri 28 minuti per arrivare al cinema.Quando raggiungono il cinema, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al cinema.Una volta raggiunti il ​​cinema per la seconda volta, per quanto tempo devono arrivare in palestra senza essere in ritardo?",16
"Gabriel e Kai hanno 137 minuti per camminare insieme in palestra a partire da casa.Ci vogliono 16 minuti per arrivare all'angolo dove si trova il parco.Ci vogliono altri 22 minuti per arrivare al centro commerciale.Quando raggiungono il centro commerciale, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al centro commerciale.Una volta raggiunti il ​​centro commerciale per la seconda volta, per quanto tempo devono arrivare in palestra senza essere in ritardo?",23
"Tara e Ananya hanno 163 minuti per andare insieme al negozio di alimentari a partire da casa loro.Ci vogliono 16 minuti per arrivare all'angolo dove si trova la biblioteca.Ci vogliono altri 29 minuti per arrivare al centro commerciale.Quando raggiungono il centro commerciale, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al centro commerciale.Una volta raggiunti il ​​centro commerciale per la seconda volta, per quanto tempo devono raggiungere il negozio di alimentari senza essere in ritardo?",28
"Bodhi e Kai hanno 267 minuti per raggiungere insieme la biblioteca a partire da casa.Ci vogliono 17 minuti per arrivare all'angolo dove si trova la palestra.Ci vogliono altri 19 minuti per arrivare al cinema.Quando raggiungono il cinema, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al cinema.Una volta raggiunti il ​​cinema per la seconda volta, per quanto tempo devono arrivare in biblioteca senza essere in ritardo?",159
"Beatriz e Sakura hanno 253 minuti per camminare insieme in palestra a partire da casa.Ci vogliono 16 minuti per arrivare all'angolo dove si trova il centro commerciale.Ci vogliono altri 58 minuti per arrivare al cinema.Quando raggiungono il cinema, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare a prendere i loro portafogli e poi di tornare al cinema.Una volta raggiunti il ​​cinema per la seconda volta, per quanto tempo devono arrivare in palestra senza essere in ritardo?",31
"Ravi e Isabella hanno 266 minuti per raggiungere insieme il cinema a partire dalla loro casa.Ci vogliono 14 minuti per arrivare all'angolo dove si trova la banca.Ci vogliono altri 38 minuti per raggiungere la biblioteca.Quando raggiungono la biblioteca, ricordano di aver dimenticato i loro portafogli a casa, quindi devono tornare per raccogliere i loro portafogli e poi tornare di nuovo in biblioteca.Una volta raggiunte la biblioteca per la seconda volta, per quanto tempo devono arrivare al cinema senza essere in ritardo?",110
