question,answer_number
"Mkulima ananunua malisho kwa ng'ombe wake.Yeye hununua aina ya ngano, shayiri, karoti na mahindi.Kwa kuwa mahindi ni matibabu ya nadra, yeye hununua masanduku saba ya kilo 5 kwa ajili yao yote.Yeye anataka tu karoti za kutosha kulisha ng'ombe wakati mboga ni safi, kwa hivyo hununua mifuko kumi na moja ya kilo 7.Ngano ndio lishe kuu ya ng'ombe wake, kwa hivyo hununua pakiti thelathini na nne 39-kilo.Oats ni kikuu cha kuongeza ngano, kwa hivyo hununua magunia ya kilo kumi na tisa.Mwishowe, yeye hununua kilo 43 za mboga, na kilo 27 za zana, na kilo 100 za kuni.Lori la shamba linaweza kubeba kilo 130 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",5
"Mkulima ananunua malisho kwa ng'ombe wake.Yeye hununua aina ya nyasi, ngano, karoti na maapulo.Kwa kuwa maapulo ni matibabu ya nadra, yeye hununua sanduku tano za pauni 7 kwao kwa utulivu wote.Yeye anataka tu karoti za kutosha kulisha ng'ombe wakati mboga ni safi, kwa hivyo hununua mifuko ya pauni kumi na nne.Hay ndio lishe kuu ya ng'ombe wake, kwa hivyo hununua pakiti thelathini na tano 44.Ngano ni kikuu cha kuongeza nyasi, kwa hivyo hununua magunia ya pauni kumi na tisa.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 100 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",7
"Mkulima ananunua malisho kwa kondoo wake.Yeye hununua maapulo anuwai, ngano, karoti na shayiri.Kwa kuwa oats ni matibabu ya nadra, yeye hununua sanduku nane za pauni 7 kwao kwa utulivu wote.Yeye anataka tu karoti za kutosha kulisha kondoo wakati mboga ni safi, kwa hivyo hununua mifuko kumi na mbili ya pauni 6.Maapulo ndio lishe kuu ya kondoo wake, kwa hivyo hununua pakiti thelathini na mbili-43.Ngano ni kikuu cha kuongeza maapulo, kwa hivyo hununua magunia kumi na nane ya pauni 17.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 110 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",6
"Mkulima ananunua malisho kwa alpacas yake.Yeye hununua maapulo anuwai, ngano, matango na nyasi.Kwa kuwa hay ni matibabu ya nadra, yeye hununua sanduku sita za pauni 3 kwa ajili yao yote.Yeye anataka tu matango ya kutosha kulisha alpacas wakati mboga ni safi, kwa hivyo hununua mifuko kumi na tano ya pauni 8.Maapulo ndio lishe kuu ya alpacas yake, kwa hivyo hununua pakiti thelathini na nne za pauni 43.Ngano ni kikuu cha kuongeza maapulo, kwa hivyo hununua magunia kumi na nane ya pauni 15.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 170 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",4
"Mkulima ananunua malisho kwa alpacas yake.Yeye hununua maapulo anuwai, ngano, beets na nyasi.Kwa kuwa hay ni matibabu ya nadra, yeye hununua sanduku sita za pauni 7 kwa ajili yao yote.Yeye anataka tu beets za kutosha kulisha alpacas wakati mboga ni safi, kwa hivyo hununua mifuko kumi na moja ya pauni 6.Maapulo ndio lishe kuu ya alpacas yake, kwa hivyo hununua pakiti thelathini na nne za pauni 43.Ngano ni kikuu cha kuongeza maapulo, kwa hivyo hununua magunia ishirini na 18.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 100 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",7
"Mkulima ananunua malisho kwa kondoo wake.Yeye hununua aina ya ngano, shayiri, karoti na maapulo.Kwa kuwa maapulo ni matibabu ya nadra, yeye hununua sanduku nane za pauni 4 kwa ajili ya thabiti yote.Yeye anataka tu karoti za kutosha kulisha kondoo wakati mboga ni safi, kwa hivyo hununua mifuko kumi na mbili ya pauni 6.Ngano ndio lishe kuu ya kondoo wake, kwa hivyo hununua pakiti thelathini na tatu za pauni 42.Oats ni kikuu cha kuongeza ngano, kwa hivyo hununua magunia ishirini na 16.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 110 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",6
"Mkulima ananunua malisho kwa kondoo wake.Yeye hununua maapulo anuwai, shayiri, karoti na nyasi.Kwa kuwa hay ni matibabu ya nadra, yeye hununua sanduku tano za pauni 6 kwao kwa utulivu wote.Yeye anataka tu karoti za kutosha kulisha kondoo wakati mboga ni safi, kwa hivyo hununua mifuko ya pauni kumi na nne.Maapulo ndio lishe kuu ya kondoo wake, kwa hivyo hununua pakiti thelathini na mbili 38.Oats ni kikuu cha kuongeza maapulo, kwa hivyo hununua magunia ishirini na 15.Mwishowe, yeye hununua pauni 43 za mboga, na pauni 27 za zana, na pauni 100 za kuni.Lori la shamba linaweza kubeba pauni 150 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",4
"Mkulima ananunua malisho kwa ng'ombe wake.Yeye hununua aina ya nyasi, ngano, matango na mahindi.Kwa kuwa mahindi ni matibabu ya nadra, yeye hununua masanduku sita ya kilo 5 kwa ajili yao yote.Yeye anataka tu matango ya kutosha kulisha ng'ombe wakati mboga ni safi, kwa hivyo hununua mifuko kumi na tano ya kilo 8.Hay ndio lishe kuu ya ng'ombe wake, kwa hivyo hununua pakiti thelathini na tano 35-kilo.Ngano ni kikuu cha kuongeza nyasi, kwa hivyo hununua magunia ya kilo kumi na saba.Mwishowe, yeye hununua kilo 43 za mboga, na kilo 27 za zana, na kilo 100 za kuni.Lori la shamba linaweza kubeba kilo 120 kwa wakati mmoja.Ikiwa mkulima ana malori matatu, mkulima anahitaji kusafirisha vitu vyote vilivyonunuliwa?",5
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 30 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 72 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika robo ya jiji?",300
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 75 kufunika kila maili 10 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 72 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/4 ya jiji?",210
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 60 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 54 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/3 ya jiji?",660
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 60 kufunika kila maili 6 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 72 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/3 ya jiji?",420
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 25 kufunika kila maili 5 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 54 kutoka baharini kwenda kando kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/2 ya jiji?",210
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 90 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa mji ni maili 78 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika theluthi ya jiji?",1500
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 30 kufunika kila maili 13 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa mji ni maili 78 kutoka baharini hadi ukingo wa kando ya mashambani, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/2 ya jiji?",120
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 15 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 96 kutoka bahari ya mbele hadi kando kando ya mashambani, itachukua dakika ngapi kwa benki ya ukungu kufunika robo ya jiji?",180
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 20 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 72 kutoka baharini hadi ukingo wa kando, itachukua dakika ngapi kwa benki ya ukungu kufunika theluthi ya jiji?",260
"Benki ya ukungu inaingia kutoka baharini kufunika mji.Inachukua dakika 15 kufunika kila maili 3 ya jiji.Walakini, tunajua kuwa kasi ya upepo itasimamishwa kwa saa moja.Ikiwa jiji ni maili 96 kutoka baharini hadi ukingo wa kando, itachukua dakika ngapi kwa Benki ya ukungu kufunika 1/2 ya jiji?",420
"Emma hutembea kilomita 32 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 14 za kutembea pwani na kilomita 18 za kutembea barabarani.Kwenye barabara, Emma anatembea kwa mara tatu kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Emma imepungua kwa nusu pwani na barabara.Ikiwa dakika 56 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 32, kwa dakika?",80
"Olivia hutembea maili 29 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha maili 13 ya kutembea pwani na maili 16 ya kutembea barabarani.Kwenye barabara kuu, Olivia anatembea kwa mara nne kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Olivia imepungua kwa nusu pwani na barabara.Ikiwa dakika 65 ya matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya maili 29, kwa dakika?",85
"Fatima hutembea maili 26 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha maili 11 ya kutembea pwani na maili 15 ya kutembea barabarani.Kwenye barabara kuu, Fatima anatembea kwa mara tatu kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Fatima imepungua kwa nusu pwani na barabara.Ikiwa dakika 44 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya maili 26, kwa dakika?",64
"Rania hutembea kilomita 28 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 14 za kutembea pwani na kilomita 14 za kutembea barabarani.Kwenye barabara kuu, Rania anatembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Rania imepungua kwa nusu pwani na barabara.Ikiwa dakika 42 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 28, kwa dakika?",63
"Ananya hutembea maili 20 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha maili 10 ya kutembea pwani na maili 10 ya kutembea barabarani.Kwenye barabara kuu, Ananya hutembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Ananya imepungua kwa nusu pwani na barabara.Ikiwa dakika 40 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya maili 20, kwa dakika?",60
"Keisha hutembea maili 33 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo ni pamoja na maili 17 ya kutembea pwani na maili 16 ya kutembea barabarani.Kwenye barabara kuu, Keisha anatembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Keisha imepungua kwa nusu pwani na barabara.Ikiwa dakika 51 ya matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya maili 33, kwa dakika?",75
"Xena hutembea kilomita 24 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 11 za kutembea pwani na kilomita 13 za kutembea barabarani.Kwenye barabara, Xena anatembea kwa mara tatu kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Xena imepungua kwa nusu pwani na barabara.Ikiwa dakika 66 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 24, kwa dakika?",92
"Gabrielle hutembea kilomita 29 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 15 za kutembea pwani na kilomita 14 za kutembea barabarani.Kwenye barabara kuu, Gabrielle anatembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Gabrielle imepungua kwa nusu pwani na barabara.Ikiwa dakika 45 za matembezi yake hutumika pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 29, kwa dakika?",66
"Roya hutembea kilomita 21 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 11 za kutembea pwani na kilomita 10 za kutembea barabarani.Kwenye barabara kuu, Roya anatembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Roya imepungua kwa nusu pwani na barabara.Ikiwa dakika 44 za matembezi yake hutumika kwenye pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 21, kwa dakika?",64
"Yara hutembea kilomita 28 kila siku kwenye njia yake ya kupenda ya kutembea, ambayo inajumuisha kilomita 14 za kutembea pwani na kilomita 14 za kutembea barabarani.Kwenye barabara, Yara anatembea kwa mara mbili kiwango cha kasi ambacho yeye hufanya pwani.Walakini, kwa sababu ya jeraha la hivi karibuni, kasi ya Yara imepungua kwa nusu pwani na barabara.Ikiwa dakika 56 za matembezi yake hutumika kwenye pwani, inachukua muda gani kwake kukamilisha matembezi yote ya kilomita 28, kwa dakika?",84
"Mbwa wa Mateo ana watoto wa mbwa 149, 25 kati yao wana matangazo.Mbwa wa Mohammed ana watoto 49, 12 kati yao wana matangazo.Ibrahim ana mbwa 54, kila mmoja akiwa na watoto 13 wenye matangazo.Baada ya ziara ya daktari, Mateo aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",89
"Mbwa wa Oscar ana watoto wa mbwa 130, 28 kati yao wana matangazo.Mbwa wa Andre ana watoto wa mbwa 44, 14 kati yao wana matangazo.Jin ana mbwa 66, kila mmoja akiwa na watoto 11 na matangazo.Baada ya ziara ya daktari, Oscar aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",91
"Mbwa wa Leon ana watoto wa mbwa 99, 23 kati yao wana matangazo.Mbwa wa James ana watoto wa mbwa 53, 12 kati yao wana matangazo.Hiroshi ana mbwa 58, kila mmoja akiwa na watoto 11 na matangazo.Baada ya ziara ya daktari, Leon aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",90
"Mbwa wa Pavel ana watoto 100, 22 ambao wana matangazo.Mbwa wa Hiroshi ana watoto 40, 15 kati yao wana matangazo.Santiago ina mbwa 55, kila mmoja akiwa na watoto 12 na matangazo.Baada ya ziara ya daktari, Pavel aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",92
"Mbwa wa Kai ana watoto 135, 17 kati yao wana matangazo.Mbwa wa Arash ana watoto wa mbwa 43, 14 kati yao wana matangazo.Carlos ana mbwa 54, kila mmoja akiwa na watoto 13 wenye matangazo.Baada ya ziara ya daktari, Kai aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",90
"Mbwa wa Deshawn ana watoto wa mbwa 146, 28 kati yao wana matangazo.Mbwa wa Mohammed ana watoto wa mbwa 43, 12 kati yao wana matangazo.Hiroshi ana mbwa 51, kila mmoja akiwa na watoto 11 na matangazo.Baada ya ziara ya daktari, Deshawn aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",88
"Mbwa wa Luca ana watoto wa mbwa 103, 25 kati yao wana matangazo.Mbwa wa Diego ana watoto wa mbwa 42, 12 kati yao wana matangazo.Noah ana mbwa 67, kila mmoja akiwa na watoto 15 na matangazo.Baada ya ziara ya daktari, Luca aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",94
"Mbwa wa Nuhu ana watoto wa mbwa 113, 23 kati yao wana matangazo.Mbwa wa Qasim ana watoto 47, 15 kati yao wana matangazo.Tariq ina mbwa 60, kila mmoja akiwa na watoto 9 na matangazo.Baada ya ziara ya daktari, Noa aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",89
"Mbwa wa Yuki ana watoto wa mbwa 95, 23 kati yao wana matangazo.Mbwa wa Kai ana watoto wa mbwa 53, 12 kati yao wana matangazo.Faisal ana mbwa 68, kila mmoja akiwa na watoto 14 na matangazo.Baada ya ziara ya daktari, Yuki aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",93
"Mbwa wa Jin ana watoto 100, 28 ambao wana matangazo.Mbwa wa Theo ana watoto wa mbwa 50, 13 kati yao wana matangazo.Noah ana mbwa 58, kila mmoja akiwa na watoto 10 na matangazo.Baada ya ziara ya daktari, Jin aligundua kuwa nusu ya watoto wake ambao hawajapatikana kweli wana matangazo ambayo hayakuonekana hapo awali.Je! Ni asilimia ngapi ya watoto wa mbwa wote wana matangazo?",90
"Fatima na Mei wana dakika 247 ya kutembea kwenye mazoezi pamoja kuanzia nyumbani kwao.Inawachukua dakika 26 kufika kwenye kona ambapo maktaba iko.Inawachukua dakika nyingine 18 kufika dukani.Wanapofikia duka la mboga, wanakumbuka walisahau pochi zao nyumbani, kwa hivyo wanapaswa kurudi kuchukua pochi zao na kisha kutembea njia yote kurudi kwenye duka la mboga tena.Mara tu wanapofika duka la mboga kwa mara ya pili, wanapaswa kupata mazoezi kwa muda gani bila kuchelewa?",115
"Gabriel na Pavel wana dakika 212 ya kutembea kwenye mazoezi pamoja kuanzia nyumbani kwao.Inachukua dakika 29 kufika kwenye kona ambapo maktaba iko.Inawachukua dakika nyingine 19 kufika kwenye sinema.Wanapofika kwenye sinema, wanakumbuka walisahau pochi zao nyumbani, kwa hivyo wanapaswa kurudi kuchukua pochi zao na kisha kutembea njia yote kurudi kwenye sinema tena.Mara tu wanapofika kwenye sinema kwa mara ya pili, wana muda gani wa kufika kwenye mazoezi bila kuchelewa?",68
"Nadia na Sanjay wana dakika 261 ya kutembea kwenye duka la mboga pamoja kuanzia nyumbani kwao.Inawachukua dakika 24 kufika kwenye kona ambapo mazoezi yapo.Inawachukua dakika nyingine 27 kufika kwenye duka.Wanapofika kwenye duka, wanakumbuka walisahau pochi zao nyumbani, kwa hivyo wanapaswa kurudi kuchukua pochi zao na kisha kutembea njia yote kurudi kwenye duka tena.Mara tu wanapofika kwenye duka kwa mara ya pili, wanapaswa kufika dukani kwa muda gani bila kuchelewa?",108
